20;40; 
6;75; 
21;37; 
100;1; 
95;81; 
76;40; 
62;73; 
23;20; 
2;9; 
85;15; 
74;66; 
72;28; 
43;45; 
51;70; 
76;90; 
45;8; 
1;57; 
20;23; 
57;48; 
82;23; 
59;14; 
95;60; 
46;6; 
57;47; 
16;8; 
76;19; 
20;75; 
93;56; 
49;80; 
68;60; 
17;83; 
79;9; 
30;80; 
7;100; 
22;63; 
6;90; 
17;35; 
31;82; 
86;61; 
17;20; 
10;41; 
77;79; 
69;34; 
48;49; 
23;29; 
83;57; 
53;77; 
61;1; 
16;77; 
17;38; 
75;68; 
1;10; 
11;39; 
61;61; 
63;47; 
22;74; 
74;86; 
89;69; 
94;7; 
45;68; 
3;11; 
91;33; 
26;72; 
51;68; 
81;87; 
5;18; 
88;20; 
87;14; 
16;9; 
19;49; 
34;22; 
41;51; 
59;94; 
25;92; 
84;53; 
26;7; 
83;10; 
79;93; 
71;45; 
91;7; 
11;66; 
15;98; 
88;88; 
4;92; 
70;62; 
18;53; 
27;80; 
11;14; 
10;3; 
15;56; 
58;4; 
36;30; 
89;77; 
88;87; 
87;37; 
56;66; 
8;34; 
78;24; 
72;64; 
73;100; 
23;56; 
54;55; 
85;58; 
5;50; 
22;7; 
75;59; 
57;16; 
46;43; 
54;60; 
66;31; 
35;55; 
52;52; 
59;71; 
47;3; 
60;29; 
48;54; 
100;73; 
87;75; 
69;24; 
44;50; 
86;15; 
64;60; 
44;81; 
91;86; 
23;11; 
70;60; 
81;27; 
75;94; 
88;81; 
13;46; 
77;4; 
9;69; 
8;43; 
55;99; 
30;10; 
27;88; 
86;50; 
59;85; 
27;64; 
44;47; 
97;8; 
64;54; 
65;63; 
79;49; 
100;97; 
9;36; 
82;63; 
36;5; 
58;69; 
29;91; 
99;5; 
68;72; 
91;17; 
63;79; 
94;50; 
16;44; 
65;29; 
75;100; 
16;41; 
11;47; 
2;40; 
207;67; 
83;27; 
82;73; 
80;7; 
100;38; 
72;57; 
44;80; 
66;81; 
32;20; 
54;59; 
94;29; 
72;20; 
95;72; 
37;53; 
43;13; 
40;46; 
76;67; 
14;51; 
40;80; 
9;28; 
12;37; 
82;78; 
56;21; 
95;63; 
62;67; 
8;72; 
16;45; 
70;63; 
54;56; 
84;47; 
61;43; 
18;60; 
51;1; 
19;21; 
67;30; 
56;51; 
84;8; 
65;62; 
28;54; 
33;47; 
46;63; 
69;26; 
61;75; 
44;96; 
65;44; 
12;91; 
68;25; 
1;28; 
24;54; 
81;57; 
99;61; 
26;44; 
51;54; 
59;50; 
82;94; 
80;34; 
78;5; 
84;42; 
27;47; 
56;63; 
51;47; 
17;22; 
22;29; 
17;45; 
35;28; 
8;31; 
84;80; 
52;76; 
74;6; 
47;51; 
31;14; 
1;92; 
40;83; 
20;90; 
78;23; 
32;41; 
54;14; 
55;19; 
93;72; 
46;30; 
45;53; 
78;21; 
10;73; 
71;38; 
84;63; 
35;47; 
42;47; 
20;47; 
53;11; 
22;70; 
13;16; 
2;8; 
90;48; 
40;90; 
64;23; 
10;62; 
71;80; 
52;79; 
96;38; 
91;44; 
67;20; 
34;91; 
69;5; 
41;4; 
9;50; 
13;91; 
45;82; 
34;3; 
1;51; 
46;83; 
46;79; 
81;97; 
92;5; 
34;97; 
35;5; 
27;14; 
62;54; 
38;74; 
11;42; 
78;37; 
51;58; 
1;56; 
100;84; 
16;93; 
91;36; 
78;52; 
83;89; 
62;72; 
63;87; 
4;94; 
56;59; 
97;3; 
6;79; 
78;30; 
13;4; 
54;78; 
66;67; 
98;89; 
46;58; 
40;13; 
6;63; 
5;19; 
18;20; 
10;21; 
52;10; 
54;55; 
46;14; 
86;37; 
519;98; 
83;74; 
3;68; 
45;77; 
64;44; 
94;17; 
32;76; 
37;15; 
29;9; 
6;68; 
79;81; 
42;61; 
86;49; 
81;70; 
34;73; 
2;61; 
60;20; 
34;49; 
60;77; 
64;73; 
100;41; 
13;80; 
40;56; 
83;1; 
68;79; 
66;70; 
69;51; 
71;36; 
37;44; 
63;89; 
59;74; 
32;20; 
55;16; 
66;28; 
17;13; 
82;1; 
19;16; 
22;7; 
93;99; 
28;8; 
85;41; 
66;18; 
7;76; 
95;18; 
44;17; 
5;15; 
28;52; 
80;70; 
50;34; 
61;5; 
85;72; 
87;83; 
75;93; 
75;53; 
97;79; 
44;68; 
61;60; 
57;57; 
40;25; 
72;70; 
33;70; 
29;98; 
95;74; 
4;68; 
10;49; 
70;90; 
80;26; 
24;57; 
28;54; 
10;100; 
47;69; 
84;36; 
45;29; 
94;77; 
99;85; 
36;90; 
85;56; 
83;37; 
16;94; 
13;12; 
99;28; 
33;78; 
29;31; 
109;11; 
64;3; 
14;60; 
35;5; 
51;59; 
57;80; 
70;27; 
98;68; 
82;99; 
9;82; 
12;9; 
35;9; 
89;74; 
18;94; 
59;10; 
41;61; 
58;48; 
91;8; 
21;95; 
5;6; 
55;80; 
50;21; 
74;71; 
659;89; 
88;39; 
75;11; 
41;35; 
90;12; 
16;8; 
96;27; 
55;33; 
25;95; 
57;21; 
77;51; 
48;86; 
97;73; 
92;77; 
81;16; 
40;77; 
46;11; 
54;48; 
67;59; 
65;47; 
68;34; 
90;49; 
79;97; 
54;88; 
10;16; 
1;93; 
99;30; 
58;96; 
20;62; 
84;59; 
98;68; 
73;96; 
66;48; 
90;24; 
59;13; 
20;51; 
38;62; 
63;22; 
43;15; 
81;85; 
77;63; 
17;32; 
19;7; 
3;61; 
30;33; 
3;23; 
8;5; 
46;75; 
85;66; 
15;37; 
43;20; 
86;75; 
5;4; 
8;32; 
30;14; 
67;64; 
82;39; 
6;99; 
94;44; 
75;33; 
30;8; 
33;24; 
86;70; 
59;54; 
39;74; 
50;43; 
84;29; 
6;78; 
55;13; 
31;60; 
55;21; 
24;64; 
17;100; 
42;92; 
87;28; 
36;83; 
35;7; 
