31;30; 
66;47; 
23;22; 
87;9; 
46;70; 
91;69; 
86;63; 
53;43; 
30;68; 
2;82; 
14;90; 
46;30; 
36;40; 
23;41; 
48;45; 
23;81; 
34;58; 
47;28; 
57;74; 
22;77; 
55;10; 
55;83; 
96;86; 
85;36; 
7;73; 
34;18; 
42;22; 
86;48; 
48;13; 
52;6; 
41;53; 
84;47; 
97;56; 
92;16; 
7;51; 
10;90; 
56;57; 
95;18; 
87;27; 
56;31; 
4;85; 
49;72; 
78;25; 
44;15; 
86;66; 
20;97; 
77;12; 
19;32; 
12;1; 
3;66; 
11;91; 
99;96; 
92;46; 
63;100; 
91;31; 
14;75; 
58;96; 
56;99; 
50;87; 
85;15; 
87;49; 
58;92; 
42;45; 
54;71; 
37;4; 
37;24; 
84;23; 
97;76; 
1;36; 
95;36; 
59;26; 
25;44; 
23;68; 
66;68; 
477;8; 
48;53; 
59;80; 
2;89; 
80;44; 
12;90; 
67;27; 
57;19; 
23;5; 
44;14; 
45;6; 
91;30; 
65;42; 
276;37; 
28;90; 
38;60; 
7;51; 
93;48; 
51;99; 
25;26; 
98;32; 
5;38; 
47;12; 
29;29; 
85;55; 
77;22; 
28;70; 
67;64; 
69;39; 
91;68; 
25;16; 
57;6; 
59;19; 
10;10; 
27;98; 
69;81; 
61;53; 
37;15; 
97;1; 
51;68; 
74;46; 
61;14; 
20;80; 
19;34; 
22;95; 
24;74; 
98;23; 
49;61; 
95;15; 
43;56; 
26;58; 
44;2; 
9;49; 
77;46; 
21;61; 
73;79; 
24;49; 
89;20; 
15;40; 
81;100; 
25;21; 
21;100; 
13;55; 
19;47; 
85;77; 
66;75; 
86;40; 
90;34; 
78;65; 
84;22; 
1;10; 
40;48; 
9;53; 
83;95; 
16;2; 
10;48; 
23;55; 
84;71; 
5;31; 
24;2; 
5;45; 
87;98; 
5;4; 
41;57; 
84;90; 
67;74; 
32;80; 
8;60; 
72;92; 
31;71; 
100;96; 
91;47; 
72;22; 
22;3; 
67;56; 
68;55; 
82;55; 
2;47; 
90;10; 
86;54; 
12;10; 
8;75; 
49;25; 
72;40; 
4;52; 
17;29; 
56;72; 
84;18; 
39;20; 
9;9; 
84;35; 
68;21; 
79;47; 
65;90; 
57;24; 
79;15; 
9;39; 
20;1; 
28;96; 
74;46; 
50;64; 
20;45; 
20;47; 
88;99; 
91;64; 
6;43; 
99;83; 
69;57; 
74;74; 
15;81; 
33;96; 
48;51; 
94;71; 
72;65; 
8;59; 
89;20; 
26;5; 
1;56; 
95;22; 
48;4; 
92;43; 
10;45; 
61;18; 
35;71; 
14;70; 
63;99; 
79;72; 
57;80; 
9;44; 
83;76; 
33;78; 
56;38; 
52;28; 
51;28; 
310;49; 
1;47; 
91;60; 
96;45; 
9;73; 
90;45; 
43;12; 
12;38; 
55;51; 
74;82; 
17;92; 
55;26; 
11;22; 
93;1; 
78;36; 
597;74; 
28;61; 
50;89; 
75;38; 
46;37; 
15;59; 
7;53; 
45;74; 
41;34; 
84;65; 
72;6; 
32;51; 
23;37; 
776;66; 
23;32; 
10;80; 
15;97; 
77;5; 
20;76; 
43;79; 
79;59; 
53;57; 
28;52; 
16;37; 
92;7; 
100;38; 
28;61; 
1;50; 
13;74; 
40;46; 
87;51; 
2;85; 
31;27; 
44;22; 
96;74; 
68;80; 
57;5; 
48;38; 
52;9; 
9;21; 
1;65; 
34;16; 
65;22; 
27;70; 
99;86; 
82;16; 
49;90; 
36;52; 
13;83; 
59;77; 
4;53; 
36;53; 
32;42; 
81;88; 
17;20; 
15;55; 
2;80; 
88;99; 
49;36; 
58;44; 
29;30; 
33;90; 
44;43; 
46;49; 
3;39; 
1;53; 
28;45; 
63;4; 
90;36; 
84;5; 
58;37; 
53;4; 
92;80; 
50;32; 
35;96; 
38;41; 
56;11; 
42;37; 
79;94; 
80;16; 
87;9; 
8;97; 
41;24; 
74;90; 
16;35; 
48;16; 
92;36; 
66;81; 
1;19; 
38;87; 
40;85; 
96;5; 
64;18; 
50;14; 
65;73; 
34;13; 
92;44; 
17;20; 
67;21; 
83;54; 
84;52; 
49;49; 
62;93; 
53;75; 
21;85; 
19;82; 
6;70; 
35;34; 
24;63; 
43;33; 
90;66; 
28;88; 
22;59; 
62;14; 
61;65; 
44;71; 
58;26; 
56;21; 
7;99; 
38;92; 
30;46; 
82;87; 
87;76; 
89;41; 
57;7; 
20;23; 
89;23; 
89;77; 
61;17; 
23;97; 
11;65; 
51;89; 
30;25; 
8;8; 
100;63; 
488;12; 
4;33; 
93;78; 
71;9; 
83;79; 
23;73; 
34;43; 
14;19; 
82;71; 
30;71; 
77;32; 
75;79; 
48;38; 
40;33; 
40;74; 
36;78; 
13;84; 
6;97; 
37;4; 
71;13; 
86;86; 
81;38; 
41;66; 
32;96; 
38;32; 
83;55; 
78;51; 
76;65; 
22;13; 
86;33; 
66;80; 
21;22; 
79;11; 
21;7; 
56;63; 
80;80; 
64;24; 
17;44; 
12;8; 
46;55; 
72;63; 
96;39; 
57;55; 
230;92; 
70;100; 
82;91; 
31;43; 
35;45; 
46;13; 
56;26; 
70;59; 
29;53; 
3;74; 
18;82; 
61;8; 
96;61; 
56;18; 
81;72; 
40;8; 
7;53; 
31;10; 
26;76; 
27;34; 
79;50; 
25;83; 
77;98; 
60;62; 
87;27; 
88;13; 
94;54; 
56;94; 
65;9; 
10;51; 
57;54; 
86;23; 
86;45; 
99;50; 
67;32; 
41;3; 
68;11; 
70;95; 
37;91; 
23;19; 
51;28; 
83;43; 
43;60; 
98;85; 
20;95; 
89;37; 
14;23; 
93;15; 
87;23; 
33;73; 
77;96; 
81;44; 
87;45; 
98;57; 
94;55; 
32;68; 
13;41; 
85;15; 
46;96; 
592;91; 
24;5; 
74;84; 
13;38; 
15;69; 
12;56; 
77;1; 
1;82; 
70;54; 
23;86; 
53;46; 
854;98; 
38;44; 
76;84; 
75;15; 
13;38; 
17;67; 
100;18; 
22;14; 
3;91; 
62;13; 
90;82; 
32;14; 
61;37; 
59;14; 
20;23; 
44;62; 
16;79; 
95;3; 
31;78; 
46;75; 
76;4; 
51;2; 
78;35; 
76;45; 
68;10; 
72;13; 
45;13; 
20;64; 
12;87; 
84;10; 
72;66; 
91;19; 
52;3; 
89;100; 
14;54; 
48;98; 
81;20; 
77;16; 
51;99; 
78;8; 
46;75; 
10;64; 
32;88; 
8;66; 
99;21; 
3;99; 
67;76; 
20;6; 
30;51; 
83;16; 
21;4; 
23;100; 
7;58; 
80;3; 
99;87; 
23;28; 
15;2; 
88;31; 
60;33; 
12;44; 
5;55; 
12;13; 
4;77; 
88;38; 
6;59; 
26;54; 
35;95; 
56;69; 
73;90; 
19;73; 
82;5; 
81;36; 
266;10; 
1;8; 
95;29; 
16;79; 
60;91; 
48;26; 
67;56; 
1;85; 
70;28; 
98;18; 
23;94; 
8;99; 
14;35; 
89;79; 
35;95; 
3;29; 
46;25; 
38;46; 
100;57; 
7;7; 
8;74; 
48;2; 
73;69; 
14;45; 
18;28; 
34;61; 
25;53; 
33;73; 
25;2; 
41;100; 
82;94; 
42;38; 
47;66; 
29;42; 
10;96; 
4;13; 
12;46; 
66;36; 
69;3; 
14;50; 
46;35; 
