39;97; 
22;34; 
29;59; 
97;17; 
63;12; 
80;5; 
56;8; 
83;23; 
51;33; 
19;12; 
48;67; 
27;6; 
26;93; 
3;71; 
28;85; 
10;41; 
98;7; 
86;66; 
79;100; 
73;43; 
38;33; 
98;88; 
91;58; 
54;83; 
24;16; 
98;88; 
23;5; 
57;82; 
59;62; 
17;96; 
46;19; 
84;50; 
86;5; 
95;4; 
8;92; 
30;34; 
427;83; 
80;91; 
80;81; 
57;65; 
44;75; 
56;94; 
26;99; 
62;61; 
76;20; 
40;91; 
87;35; 
95;77; 
53;39; 
33;90; 
55;12; 
28;59; 
7;64; 
44;100; 
18;42; 
98;11; 
63;97; 
45;40; 
22;49; 
77;12; 
74;48; 
1;6; 
88;32; 
98;98; 
54;38; 
7;45; 
39;52; 
86;72; 
47;58; 
70;42; 
36;81; 
46;60; 
95;83; 
2;48; 
52;20; 
1;52; 
42;81; 
7;6; 
12;43; 
2;41; 
92;11; 
55;9; 
64;47; 
47;79; 
62;97; 
34;76; 
79;11; 
74;76; 
71;17; 
95;57; 
3;98; 
77;77; 
9;93; 
20;100; 
57;95; 
37;82; 
32;10; 
71;66; 
94;29; 
2;23; 
66;82; 
19;76; 
20;21; 
59;53; 
15;35; 
34;33; 
49;26; 
60;3; 
38;75; 
79;87; 
31;30; 
66;82; 
63;32; 
58;81; 
12;57; 
32;97; 
82;16; 
60;88; 
31;54; 
25;59; 
36;24; 
90;1; 
77;86; 
15;96; 
98;91; 
35;30; 
79;73; 
93;91; 
48;38; 
85;18; 
43;84; 
78;64; 
90;68; 
39;15; 
16;71; 
70;87; 
3;22; 
62;54; 
1;82; 
98;30; 
17;70; 
89;84; 
17;55; 
61;12; 
53;15; 
35;11; 
78;41; 
37;59; 
76;65; 
22;33; 
75;88; 
49;62; 
67;63; 
84;3; 
57;23; 
81;10; 
18;63; 
43;88; 
5;63; 
79;85; 
96;47; 
38;15; 
63;26; 
57;14; 
38;41; 
51;40; 
17;52; 
10;72; 
97;79; 
72;33; 
76;80; 
54;51; 
61;9; 
50;34; 
51;52; 
86;9; 
2;15; 
77;93; 
21;18; 
79;65; 
91;84; 
96;80; 
3;41; 
96;67; 
12;87; 
73;36; 
76;10; 
50;95; 
35;63; 
30;97; 
94;19; 
34;27; 
69;80; 
16;22; 
29;65; 
67;30; 
95;3; 
89;95; 
5;66; 
76;13; 
94;68; 
49;57; 
49;50; 
9;89; 
28;69; 
100;53; 
72;46; 
19;85; 
42;83; 
50;75; 
70;58; 
4;95; 
48;4; 
32;50; 
96;54; 
55;28; 
77;53; 
74;88; 
46;7; 
71;2; 
84;59; 
68;75; 
71;26; 
3;32; 
93;55; 
21;79; 
58;48; 
91;37; 
29;54; 
49;82; 
7;63; 
12;85; 
32;19; 
36;20; 
32;42; 
25;11; 
84;22; 
32;93; 
75;98; 
54;72; 
90;76; 
84;57; 
46;52; 
75;14; 
6;44; 
56;99; 
55;26; 
23;91; 
97;64; 
9;36; 
6;29; 
986;8; 
18;80; 
91;27; 
6;25; 
37;76; 
67;98; 
76;30; 
7;80; 
49;35; 
94;78; 
55;94; 
11;48; 
74;28; 
19;59; 
96;46; 
93;61; 
23;93; 
7;5; 
14;15; 
100;80; 
98;85; 
37;55; 
41;20; 
33;97; 
25;77; 
58;19; 
55;100; 
55;13; 
45;92; 
62;69; 
41;92; 
89;23; 
56;87; 
58;30; 
88;62; 
35;22; 
62;61; 
90;26; 
67;62; 
10;47; 
2;74; 
85;52; 
98;77; 
19;11; 
26;69; 
83;81; 
92;32; 
69;97; 
80;100; 
2;43; 
39;43; 
92;7; 
46;34; 
29;13; 
76;7; 
13;91; 
84;12; 
57;46; 
28;44; 
94;6; 
36;92; 
9;55; 
97;34; 
62;64; 
37;61; 
41;87; 
12;62; 
53;88; 
53;64; 
98;31; 
30;51; 
92;23; 
17;11; 
24;19; 
27;37; 
79;8; 
53;85; 
39;28; 
69;69; 
63;15; 
79;15; 
75;47; 
59;63; 
79;51; 
13;30; 
20;99; 
100;37; 
100;24; 
45;67; 
20;42; 
42;56; 
98;19; 
23;26; 
98;28; 
32;99; 
19;17; 
47;5; 
44;23; 
90;48; 
15;70; 
37;14; 
27;65; 
10;100; 
36;77; 
48;8; 
61;37; 
20;50; 
98;60; 
91;12; 
24;63; 
43;57; 
10;45; 
91;88; 
13;44; 
98;100; 
6;44; 
90;62; 
70;16; 
28;41; 
24;68; 
53;9; 
28;48; 
10;59; 
45;9; 
36;19; 
40;58; 
23;59; 
68;79; 
100;96; 
73;89; 
69;55; 
84;49; 
86;75; 
7;36; 
42;55; 
98;99; 
9;67; 
79;16; 
87;69; 
69;24; 
80;78; 
44;5; 
56;80; 
18;11; 
25;61; 
77;18; 
27;85; 
2;25; 
78;6; 
6;81; 
73;54; 
50;22; 
8;11; 
88;77; 
51;94; 
64;17; 
54;45; 
5;59; 
53;90; 
68;44; 
13;80; 
17;84; 
37;38; 
73;39; 
59;77; 
99;78; 
91;77; 
19;75; 
9;92; 
1;52; 
30;71; 
24;47; 
12;14; 
66;69; 
3;55; 
40;89; 
43;75; 
46;43; 
52;80; 
80;14; 
80;71; 
97;66; 
38;47; 
60;22; 
54;66; 
24;70; 
58;54; 
295;72; 
62;57; 
10;22; 
6;20; 
58;49; 
73;59; 
64;14; 
37;77; 
94;51; 
11;65; 
27;81; 
15;83; 
28;96; 
36;54; 
53;13; 
79;16; 
42;29; 
20;27; 
64;10; 
50;12; 
27;69; 
34;69; 
36;18; 
66;87; 
41;78; 
26;39; 
85;24; 
59;43; 
